unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	upkeep_cost	weight	campaign_total_cap	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	audio_language	audio_vo_actor_group
3c_Afr_Ballista		0	medium	1	false	3c_Afr_Ballista	40	0	1560	3c_pel_transport	1	5	40	0	560			110	medium	-1		false	false	0	11292	true		sc_rom_african_arabian
3c_Afr_Ballista_Bastion		0	medium	1	false	3c_Afr_Ballista_Bastion	40	0	560	3c_pel_transport	1	5	40	0	560			110	medium	-1		false	false	0	11296	false		sc_rom_african_arabian
3c_Afr_Cheiroballistra		0	light	1	false	3c_Afr_Cheiroballistra	40	0	520	3c_pel_transport	1	5	40	0	520			100	light	-1		false	false	0	11300	true		sc_rom_african_arabian
3c_Afr_Giant_Ballista		0	medium	1	false	3c_Afr_Giant_Ballista	40	0	730	3c_pel_transport	1	5	40	0	730			150	medium	-1		false	false	0	11301	true		sc_rom_african_arabian
3c_Afr_Large_Onager		0	medium	1	false	3c_Afr_Large_Onager	40	0	1790	3c_pel_transport	1	5	40	0	790			160	medium	-1		false	false	0	11306	true		sc_rom_african_arabian
3c_Afr_Onager		0	medium	1	false	3c_Afr_Onager	40	0	1580	3c_pel_transport	1	5	40	0	580			120	medium	-1		false	false	0	11315	true		sc_rom_african_arabian
3c_Afr_Onager_Bastion		0	medium	1	false	3c_Afr_Onager_Bastion	40	0	580	3c_pel_transport	1	5	40	0	580			120	medium	-1		false	false	0	11318	false		sc_rom_african_arabian
3c_Afr_Scorpion		0	medium	1	false	3c_Afr_Scorpion	40	0	490	3c_pel_transport	1	5	40	0	490			100	medium	-1		false	false	0	11332	true		sc_rom_african_arabian
3c_Afr_Scorpion_Bastion		0	medium	1	false	3c_Afr_Scorpion_Bastion	40	0	490	3c_pel_transport	1	5	40	0	490			100	medium	-1		false	false	0	11327	false		sc_rom_african_arabian
3c_Ala_Alani_Amazonian_Archers		0	light	1	false	3c_Ala_Alani_Amazonian_Archers	80	0	440	3c_barbarian_transport	1	20	80	0	440			90	light	-1		false	false	0	8446	false		sc_rom_barb_east	BarFemale
3c_Ala_Alani_Axe_Cavalry		0	medium	1	false	3c_Ala_Alani_Axe_Cavalry	80	0	620	3c_barbarian_transport	1	20	80	0	620			125	medium	-1		false	false	0	8403	false		sc_rom_barb_east
3c_Ala_Alani_Axemen		0	medium	1	false	3c_Ala_Alani_Axemen	160	0	610	3c_barbarian_transport	1	20	160	0	610			120	medium	-1		false	false	0	8350	false		sc_rom_barb_east
3c_Ala_Alani_Horse_Skirmishers		0	light	1	false	3c_Ala_Alani_Horse_Skirmishers	80	0	520	3c_barbarian_transport	1	20	80	0	520			105	light	-1		false	false	0	8449	false		sc_rom_barb_east
3c_Ala_Alani_Horsemen		0	light	1	false	3c_Ala_Alani_Horsemen	80	0	650	3c_barbarian_transport	1	20	80	0	650			130	light	-1		false	false	0	8398	false		sc_rom_barb_east
3c_Ala_Alani_Nobles		0	heavy	1	false	3c_Ala_Alani_Nobles	80	0	750	3c_barbarian_transport	1	20	80	0	750			150	heavy	-1		false	false	0	8416	false		sc_rom_barb_east	BarMtd1to5
3c_Ala_Alani_Noblewomen_Archers		0	medium	1	false	3c_Ala_Alani_Noblewomen_Archers	80	0	650	3c_barbarian_transport	1	20	80	0	650			130	medium	-1		false	false	0	8459	false		sc_rom_barb_east	BarInfFemale
3c_Ala_Alani_Riders		0	light	1	false	3c_Ala_Alani_Riders	80	0	340	3c_barbarian_transport	1	20	80	0	340			70	light	-1		false	false	0	8390	false		sc_rom_barb_east
3c_Ala_Alani_Royal_Horses		0	heavy	1	false	3c_Ala_Alani_Royal_Horses	80	0	1200	3c_barbarian_transport	1	20	80	0	1200			240	very_heavy	-1		false	false	0	8425	false		sc_rom_barb_east
